,text_final
1563,['pt']
1564,"['also', 'one', 'last', 'semester', 'app', 'want', 'book', 'swap', 'app', 'user', 'go', 'able', 'list', 'book', 'want', 'swap', 'book', 'go', 'worth', 'set', 'point', 'user', 'set', 'another', 'user', 'ask', 'swap', 'pay', 'amount', 'point', 'one', 'send', 'boo', 'pay', 'shipping']"
1565,"['video', 'minute', 'less']"
1566,"['last', 'least', 'would', 'love', 'get', 'well', 'prepared', 'hiking', 'see', 'recommendation', 'gear', 'clothing', 'bring', 'wear']"
1567,"['individually', 'give', 'honest', 'assessment', 'complete', 'much', 'task', 'use', 'quiz', 'item', 'project', 'part', 'completion', 'quiz']"
1568,['may']
1569,"['sprint', 'plan', 'sprint', 'backlog']"
1570,"['high', 'fidelity', 'use', 'figma']"
1571,"['answer', 'question', 'time', 'separate', 'day', 'three', 'status', 'update']"
1572,"['persona', 'reflect', 'use', 'case']"
1573,"['video', 'client', 'briefly', 'describe', 'software', 'would', 'like']"
1574,"['studio', 'site', 'org']"
1575,"['already', 'rat', 'student', 'rubric', 'major', 'change', 'could', 'affect', 'assessment', 'result']"
1576,"['link', 'decision', 'concrete', 'justification', 'evidence', 'evidence', 'count', 'valid', 'evidence', 'research', 'justification', 'see', 'project', 'list']"
1577,"['question', 'hesitate', 'dm', 'email', 'happy', 'answer', 'question', 'discuss', 'want', 'project', 'choose']"
1578,"['design', 'pattern', 'refactoring']"
1579,"['reply', 'least', 'post']"
1580,"['prototype', 'drawing', 'like', 'screen', 'transition', 'diagram', 'figure', 'source', 'code']"
1581,"['discuss', 'sprint', 'go', 'term', 'communication']"
1582,"['interview', 'emphasize', 'item', 'problem', 'encounter', 'activity', 'many', 'people', 'less', 'space']"
1583,"['teammate', 'respond', 'cognitive', 'style', 'reflection']"
1584,"['use', 'two', 'sentence', 'respond', 'prompt', 'vague']"
1585,"['clearly', 'explain', 'else', 'sprint', 'support', 'integrate', 'teammate', 'microservice', 'individual', 'project', 'grader', 'understands']"
1586,"['five', 'six', 'six', 'requirement', 'satisfy']"
1587,"['underserved', 'population', 'persona', 'include', 'footnote', 'etc', 'make', 'äú', 'persona', 'foundation', 'document', 'äù', 'well', 'per', 'sequence', 'fig', 'persona', 'develop', 'select', 'skeleton', 'format', 'reasonable', 'way', 'eg', 'like', 'abi', 'foundation', 'document']"
1588,"['also', 'one', 'last', 'semester']"
1589,"['example', 'complete', 'assignment', 'assignment', 'example', 'submission']"
1590,"['cognitive', 'style', 'reflection']"
1591,"['team', 'create', 'sprint', 'plan', 'start', 'coding', 'end', 'sprint', 'conduct', 'git', 'hub', 'release', 'sprint', 'retrospective', 'create', 'demo', 'video', 'client', 'along', 'way', 'team', 'update', 'ui', 'design', 'base', 'sprint', 'heuristic', 'assessment', 'people', 'outside', 'team', 'separate', 'task', 'update', 'ui', 'design']"
1592,"['three', 'code', 'smell', 'correct', 'use', 'appropriate', 'refactoring', 'technique']"
1593,"['write', 'free', 'form', 'comment', 'assess', 'student']"
1594,"['b', 'do', 'need']"
1595,"['team', 'signup']"
1596,"['lack', 'one', 'quality']"
1597,"['individually', 'turn', 'honest', 'assessment', 'much', 'assignment', 'use', 'quiz']"
1598,"['keep', 'mind', 'student', 'already', 'assess', 'use', 'rubric']"
1599,"['paper', 'prototype', 'first', 'draft']"
1600,"['count', 'research']"
1601,"['make', 'sure', 'user', 'background']"
1602,"['typical', 'length', 'page', 'include', 'word', 'sketch']"
1603,"['previous', 'discussion', 'post', 'request', 'feedback', 'team', 'code', 'smell']"
1604,"['name', 'pannapat', 'one', 'fall', 'term', 'originally', 'thailand', 'ph', 'student', 'computer', 'science', 'osu', 'hope', 'support', 'course', 'please', 'feel', 'free', 'reach', 'office', 'hour']"
1605,"['non', 'trivial', 'example', 'resource', 'copy', 'paste', 'book', 'must', 'consider', 'new', 'persona', 'k', 'persona']"
1606,"['complete', 'read', 'next']"
1607,"['discuss', 'sprint', 'go', 'term', 'communication']"
1608,"['sprint', 'feedback']"
1609,"['expect', 'paper', 'prototype', 'high', 'fidelity']"
1610,"['äú', 'persona', 'skeleton', 'äù', 'fig', 'must', 'readable', 'skeleton', 'e', 'g', 'like', 'fig', 'leave', 'skeleton', 'underserved', 'population', 'skeleton', 'heading', 'data', 'point', 'base', 'category', 'label', 'data', 'source', 'file']"
1611,"['explain', 'teammate', 'access', 'microservice']"
1612,"['first', 'log', 'osu', 'account', 'access', 'word', 'document']"
1613,"['clearly', 'state', 'two', 'user', 'story', 'name', 'format', 'format', 'correct']"
1614,"['sprint', 'plan', 'sprint', 'backlog']"
1615,"['make', 'sure', 'present', 'prototype', 'define', 'use', 'case', 'way', 'avoid', 'raisingthis', 'feeling', 'two', 'separate', 'apps', 'one', 'package', 'feature', 'inyour', 'prototype', 'one', 'population', 'go', 'use']"
1616,"['ground', 'rule', 'provide']"
1617,"['example', 'cognitive', 'style', 'heuristic', 'might', 'use', 'evaluate', 'software', 'design']"
1618,"['requirement', 'satisfy']"
1619,"['post', 'say', 'teammate', 'microservice', 'individual', 'project', 'use']"
1620,"['facet', 'value', 'match', 'facet', 'describe', 'least', 'one', 'sentence', 'three', 'facet']"
1621,"['additionally', 'may', 'want', 'include', 'form', 'research', 'web', 'research', 'additional', 'concept', 'idea', 'grade', 'research']"
1622,"['one', 'scrum', 'event', 'along', 'sprint', 'sprint', 'plan', 'daily', 'scrum', 'sprint', 'review', 'unlike', 'sprint', 'review', 'retrospective', 'take', 'place', 'within', 'scrum', 'team', 'review', 'presentation', 'scrum', 'team', 'project', 'stakeholder', 'purpose', 'retrospective', 'team', 'identify', 'go', 'well', 'go', 'wrong', 'improve', 'next', 'sprint', 'view', 'scrum', 'guide']"
1623,"['format', 'show']"
1624,"['create', 'use', 'case', 'support', 'underserved', 'population', 'prototype', 'commit', 'support', 'task']"
1625,"['approve', 'teammate', 'communication', 'contract', 'microservice']"
1626,"['provide', 'document', 'screen', 'read', 'basic', 'layout', 'project']"
1627,"['answer', 'question', 'time', 'separate', 'day', 'one', 'status', 'update']"
1628,"['get', 'job']"
1629,"['discuss', 'sprint', 'go', 'term', 'communication']"
1630,"['part', 'require', 'canvas', 'submission']"
1631,"['ui', 'design', 'initial', 'revision']"
1632,"['explain', 'understanding', 'access']"
1633,"['write', 'article', 'answer', 'question', 'use', 'microservice']"
1634,"['post', 'complete', 'assignment']"
1635,"['grade', 'criterion', 'project', 'installment', 'final', 'total', 'point']"
1636,"['intro', 'usability', 'engineering', 'c', 'assignment', 'project']"
1637,"['scan', 'instead', 'draw', 'computer']"
1638,"['multiple', 'user', 'story', 'miss', 'required', 'part']"
1639,"['data', 'source', 'hope', 'read', 'find', 'thing', 'figure', 'c']"
1640,"['grade', 'criterion', 'project', 'installment', 'total', 'point', 'point', 'data', 'flow']"
1641,"['team', 'combine', 'ui', 'design', 'grader', 'access']"
1642,"['rule', 'software', 'version', 'number', 'follow', 'stack', 'overflow', 'wonder', 'version', 'number', 'good', 'place', 'check', 'idea']"
1643,"['use', 'representative', 'user']"
1644,"['sprint', 'plan', 'sprint', 'backlog']"
1645,"['make', 'work', 'people', 'understand', 'use', 'software', 'without', 'many', 'error', 'frustration']"
1646,"['write', 'post', 'answer', 'question', 'use', 'microservice']"
1647,"['post', 'code', 'available', 'time', 'come', 'instruction', 'publish', 'one', 'following', 'link', 'link', 'git', 'hub', 'repository', 'contain', 'microservice', 'code', 'ora', 'link', 'git', 'hub', 'repository', 'custom', 'project', 'code', 'ora', 'zip', 'file', 'microservice', 'code', 'os', 'zip', 'file', 'custom', 'project', 'code', 'code', 'teammate', 'check', 'smell', 'provide', 'git', 'hub', 'link', 'make', 'sure', 'teammate', 'reviewer', 'access']"
1648,"['share', 'common']"
1649,"['adjustment', 'late', 'deduction', 'etc']"
1650,"['respond', 'teammate', 'whose', 'blocker', 'may', 'able', 'eliminate']"
1651,"['high', 'fidelity', 'use', 'figma']"
1652,"['start', 'project', 'design', 'ui', 'ui']"
1653,"['software', 'engineering', 'cs']"
1654,"['studio', 'site', 'org']"
1655,"['second', 'one', 'able', 'retrieve', 'name', 'people', 'particular', 'tech', 'stack', 'skillset', 'coursework', 'retrieve', 'name', 'people', 'particular', 'industry', 'university', 'past', 'present', 'future', 'third', 'get', 'contact', 'detail', 'people', 'retrieve', 'fourth', 'get', 'github', 'project', 'people', 'whose', 'name', 'retrieve', 'base', 'tech', 'skill', 'coursework', 'fifth', 'one', 'user', 'able', 'make', 'profile', 'web', 'app', 'say', 'contact', 'particular', 'skill', 'like', 'say', 'java', 'python', 'contact', 'particular', 'course', 'like', 'say', 'machine', 'learning', 'software', 'engineering', 'key', 'feature', 'project', 'idea', 'thank']"
1656,"['ally', 'course', 'accessibility', 'report', 'medium', 'gallery', 'udoit', 'accessibility', 'check', 'collaboration', 'module', 'outcome', 'setting']"
1657,"['design', 'gallery', 'feedback', 'cause', 'u', 'change', 'select', 'concept', 'difficulty', 'understand', 'text']"
1658,"['problem', 'encounter', 'activity']"
1659,"['user', 'gain', 'amount', 'point', 'book', 'trade', 'user', 'accept', 'swap', 'reject', 'swap', 'user', 'login', 'user', 'able', 'post', 'book', 'want', 'trade', 'user']"
1660,"['also', 'able', 'edit', 'response', 'worried', 'response', 'go', 'send', 'email', 'due', 'date', 'check', 'q', 'edit', 'response', 'yes', 'toggle', 'send', 'copy', 'response', 'signup', 'form', 'able', 'edit', 'response', 'otherwise', 'submit', 'make', 'edit', 'note', 'people', 'team', 'submit', 'submit', 'later', 'less', 'likely', 'get', 'prefer', 'project']"
1661,"['meet', 'discuss', 'need', 'microservice']"
1662,"['please', 'reach', 'question', 'need', 'help']"
1663,"['post', 'agree', 'team', 'ground', 'rule']"
1664,"['necessary', 'provide', 'picture', 'sentence', 'per', 'friend']"
1665,"['sprint', 'git', 'hub', 'release']"
1666,"['remove', 'point', 'rubric']"
1667,"['get', 'feedback', 'ui', 'design']"
1668,"['use', 'case', 'underserved', 'person', 'enter', 'sentence', 'paragraph', 'underserved', 'person', 'sit', 'back', 'seat', 'car', 'parent', 'drive', 'think', 'car', 'hot', 'turn', 'air', 'conditioner', 'adjust', 'temperature', 'something', 'like']"
1669,['oct']
1670,"['make', 'usable', 'people', 'understand', 'use', 'software', 'without', 'make', 'lot', 'mistake', 'get', 'frustrate']"
1671,"['problemmeans', 'concept', 'installment', 'inform', 'prototype']"
1672,"['concept', 'tie', 'least', 'one', 'facet']"
1673,"['state', 'show', 'concept', 'clearly', 'communicate', 'legible', 'clear', 'move', 'state', 'feature', 'substantial']"
1674,"['sprint', 'plan', 'subtasks']"
1675,"['see', 'page']"
1676,"['keep', 'mind', 'student', 'already', 'assess', 'use', 'rubric']"
1677,"['attempt', 'revision', 'allow']"
1678,"['note', 'allow', 'add', 'even', 'use', 'case', 'need']"
1679,"['attach', 'detailed', 'observation', 'verbal', 'nonverbal', 'interview', 'response', 'separate', 'pdf', 'attachment']"
1680,"['explore', 'socioeconomic', 'difference', 'family', 'technology', 'use']"
1681,"['focus', 'help', 'u', 'understand', 'people', 'care', 'lot', 'statistic', 'answer', 'question', 'list', 'point', 'however', 'deadline', 'presentation', 'may', 'do', 'aim', 'make', 'u', 'feel', 'like', 'know', 'personality', 'sympathy', 'person']"
1682,"['take', 'look', 'job', 'option']"
1683,"['however', 'must', 'also', 'submit', 'actually', 'run', 'figma', 'prototype', 'run']"
1684,"['two', 'code', 'smell', 'correct', 'use', 'appropriate', 'refactoring', 'technique']"
1685,"['agree', 'go', 'use', 'microservice']"
1686,"['code', 'teammate', 'review', 'smell']"
1687,"['video', 'explain', 'least', 'one', 'quality', 'attribute', 'reflect', 'individual', 'project', 'include', 'maintainability', 'usability', 'inclusivity']"
1688,"['sprint', 'demo', 'video']"
1689,"['start', 'project', 'design', 'ui', 'ui']"
1690,"['step', 'download', 'complete', 'assignment']"
1691,"['example', 'add', 'random', 'dog', 'photo', 'feature', 'power', 'teammate', 'picture', 'service', 'also', 'need', 'random', 'dog', 'button', 'etc', 'time', 'need', 'update', 'task', 'management', 'system', 'already', 'practice', 'answer', 'question', 'instruction', 'write', 'post', 'answer', 'question', 'use', 'microservice', 'explain', 'want', 'teammate', 'access', 'microservice', 'microservice', 'publicly', 'host', 'web', 'server', 'expect', 'teammate', 'run', 'locally', 'something', 'else', 'tell', 'explain', 'current', 'status', 'microservice', 'microservice', 'currently', 'ready', 'others', 'use', 'need', 'do', 'whose', 'microservice', 'use', 'individual', 'project', 'explain', 'access', 'microservice', 'microservice', 'publicly', 'host', 'web', 'server', 'run', 'machine', 'another', 'way', 'use', 'tell', 'teammate', 'microservice', 'part', 'custom', 'project', 'function', 'part', 'implementation', 'sprint', 'except', 'get', 'teammate', 'microservice', 'run', 'custom', 'project', 'create', 'new', 'function', 'use', 'service', 'provide', 'teammate', 'touch', 'question', 'answer', 'put', 'answer', 'document', 'post', 'time', 'would', 'probably', 'best', 'post', 'directly', 'wall', 'rather', 'create', 'separate', 'document', 'much', 'write', 'implementation', 'need', 'aside', 'custom', 'project', 'communicate', 'teammate', 'microservice', 'next', 'week', 'need', 'prove', 'custom', 'project', 'use', 'microservice', 'must', 'evident', 'user', 'interface', 'implementation', 'need', 'do', 'satisfy', 'requirement']"
1692,['information']
1693,['pt']
1694,"['prototype', 'use', 'cover', 'task', 'non', 'trivial']"
1695,"['however', 'instead', 'ui', 'design', 'design', 'pattern', 'refactoring', 'code', 'smell']"
1696,"['ground', 'rule', 'rubric']"
1697,"['b', 'use', 'case', 'mainstreamer', 'make', 'sentence', 'paragraph', 'example', 'mainstreamer', 'front', 'seat', 'driving', 'think', 'car', 'cold', 'maybe', 'daughter', 'back', 'seat', 'turn', 'air', 'conditioner', 'low', 'cold', 'blow', 'people', 'anything', 'ui']"
1698,"['video', 'show', 'request', 'make', 'microservice']"
1699,"['inclusive', 'design', 'hci', 'c', 'page', 'project', 'detail']"
1700,"['report', 'turn', 'report', 'follow', 'copy', 'per', 'group']"
1701,"['read', 'scrum', 'guide']"
1702,"['list', 'question']"
1703,"['sprint', 'plan', 'sprint', 'goal']"
1704,"['last', 'slide', 'presentation', 'list', 'source', 'actually', 'read', 'far']"
1705,"['ui', 'feedback', 'rubric']"
1706,"['recommend', 'submit', 'design', 'early', 'respond', 'others', 'early', 'encourage', 'others']"
1707,"['post', 'say', 'understand', 'comply', 'teammate', 'microservice', 'communication', 'contract', 'microservices', 'use']"
1708,"['last', 'slide', 'presentation', 'list', 'source', 'actually', 'read', 'far']"
1709,"['team', 'create', 'sprint', 'plan', 'start', 'coding', 'end', 'sprint', 'git', 'hub', 'sprint', 'retrospective', 'release', 'create', 'demo', 'video', 'client', 'along', 'way', 'team', 'update', 'ui', 'design', 'base', 'sprint', 'heuristic', 'evaluation', 'people', 'outside', 'separate', 'task', 'team', 'update', 'ui', 'design']"
1710,"['medium', 'fidelity', 'use', 'figma']"
1711,"['question', 'please', 'hesitate', 'contact', 'send', 'happy', 'answer', 'question', 'discuss', 'look', 'term', 'project', 'choose', 'thanks']"
1712,"['home', 'syllabus', 'announcement', 'modules', 'ed', 'discussion', 'microsoft', 'team', 'assignment', 'tutor', 'medium', 'gallery']"
1713,"['previous', 'sprint', 'learning', 'quiz']"
1714,['pt']
1715,"['indicate', 'individually', 'member', 'part', 'work', 'percentage', 'contribution', 'work', 'fill', 'google', 'form']"
1716,"['information', 'processing', 'style', 'comprehensive', 'like', 'abi', 'pat']"
1717,"['necessary', 'provide', 'context', 'feature', 'rough', 'sketch', 'page']"
1718,"['promising', 'resource', 'see', 'dr']"
1719,"['studio', 'site', 'org']"
1720,"['instructor', 'lara']"
1721,"['neither', 'question', 'answer', 'least', 'two', 'sentence', 'answer', 'vague']"
1722,"['post', 'one', 'follow', 'link', 'git', 'hub', 'repository', 'contain', 'microservice', 'code', 'link', 'git', 'hub', 'repository', 'contain', 'individual', 'project', 'code', 'zip', 'file', 'contain', 'microservice', 'code', 'zip', 'file', 'contain', 'individual', 'project', 'code']"
1723,"['question', 'please', 'ask', 'thank']"
1724,"['grader', 'understand', 'user', 'interact']"
1725,"['see', 'course', 'q']"
1726,"['answer', 'two', 'question', 'plan', 'next', 'status', 'update', 'something', 'prevents', 'plan', 'optional']"
1727,"['much', 'work', 'post', 'peer', 'review', 'revision', 'teammate', 'almost', 'change', 'clearly', 'show', 'describe']"
1728,"['make', 'usable', 'people', 'understand', 'use', 'software', 'without', 'make', 'many', 'error', 'become', 'frustrate']"
1729,"['developmentally', 'delay', 'adult', 'reach', 'age', 'development', 'level']"
1730,"['teammate', 'respond', 'reflection', 'cognitive', 'style']"
1731,"['sort', 'like', 'äú', 'data', 'source', 'äù', 'fig', 'must', 'readable', 'list', 'mark', 'list', 'turn', 'data', 'source', 'draw', 'somehow', 'affinity', 'diagram', 'äúlabel', 'äù', 'data', 'source', 'end', 'äúlabels', 'äù', 'pink', 'box', 'fig', 'ñ', 'point', 'fail', 'show', 'reference']"
1732,"['hello', 'everyone', 'name', 'ryan', 'one', 'ta', 'term']"
1733,"['whoever', 'send', 'book', 'pay', 'postage']"
1734,"['first', 'log', 'osu', 'account', 'access']"
1735,"['user', 'suppose', 'individual', 'look', 'recycle', 'specific', 'item', 'observe', 'field', 'interview', 'recyclers', 'difficulty', 'find', 'right', 'venue', 'etc']"
1736,"['previous', 'module', 'final', 'week']"
1737,"['want', 'update', 'improve', 'due', 'date']"
1738,"['use', 'rubric', 'grade', 'assignment']"
1739,"['studio', 'site', 'org']"
1740,"['point', 'observation', 'cover', 'people', 'environment', 'list', 'assignment', 'description', 'write', 'good', 'amount', 'detail', 'felt', 'like', 'could', 'picture', 'observation', 'interview']"
1741,"['video', 'show', 'ui', 'prng', 'service', 'image', 'service', 'run', 'without', 'call', 'directly']"
1742,"['end', 'sprint', 'conduct', 'git', 'hub', 'release', 'sprint', 'retrospective', 'create', 'demo', 'video', 'client']"
1743,"['download', 'template', 'template']"
1744,"['respond', 'teammate', 'cognitive', 'style', 'reflect', 'one', 'thing', 'find', 'interest', 'reflection', 'way', 'two', 'different', 'cognitive', 'style', 'way', 'similar', 'cognitive', 'style', 'sentence', 'per', 'teammate']"
1745,"['recommend', 'post', 'design', 'early', 'respond', 'others', 'early', 'encourage', 'others']"
1746,"['pretend', 'experiment', 'new', 'kind', 'product', 'speaking', 'translator']"
1747,"['create', 'video', 'show', 'microservice', 'receive', 'request', 'respond', 'data', 'must', 'follow', 'instruction', 'create', 'upload', 'video', 'post', 'link', 'video', 'question', 'answer', 'update', 'prove', 'basis', 'service', 'work', 'demonstrate', 'local', 'send', 'receive', 'data', 'work', 'team', 'member', 'establish', 'troubleshoot', 'network', 'connectivity', 'issue', 'yes', 'integrate', 'teammate', 'software', 'next', 'sprint']"
1748,"['tie', 'decision', 'concrete', 'justification', 'evidence', 'evidence', 'count', 'valid', 'evidence', 'research', 'substantiation', 'see', 'project', 'list']"
1749,"['hi', 'everyone', 'name', 'prachi', 'ta', 'software', 'engineering', 'fall', 'go', 'walk', 'project', 'idea', 'go', 'give', 'key', 'feature', 'product']"
1750,"['äú', 'persona', 'skeleton', 'äù', 'fig', 'must', 'readable', 'skeleton', 'eg', 'like', 'fig', 'leave', 'skeleton', 'underserved', 'population']"
1751,"['presentation', 'must', 'read', 'many', 'source', 'possible', 'order', 'successful', 'presentation', 'sure', 'check', 'source', 'point', 'soon', 'start', 'list']"
1752,"['remember', 'idea', 'inclusivity', 'get', 'way', 'mainstreamers', 'still', 'help', 'underserved', 'population']"
1753,"['assignment', 'project', 'installment']"
1754,"['use', 'template', 'optional']"
1755,"['first', 'one', 'would', 'like', 'app', 'gather', 'basic', 'information', 'user', 'age', 'gender', 'daily', 'activity', 'level', 'etc', 'depend', 'think', 'would', 'good', 'factor', 'estimate', 'physical', 'fitness', 'level']"
1756,"['last', 'slide', 'presentation', 'list', 'source', 'actually', 'read', 'far', 'read', 'rest', 'source', 'presentation']"
1757,"['begin', 'project', 'design', 'user', 'interface', 'ui']"
1758,"['read', 'source', 'presentation']"
1759,"['define', 'customer', 'need', 'formally', 'use', 'case']"
1760,"['fill', 'highlight', 'area']"
1761,"['upload', 'sample', 'previous', 'year', 'similar', 'exactly', 'award', 'criterion']"
1762,"['submit', 'complete', 'report', 'pdf', 'word', 'format']"
1763,"['one', 'example', 'persona', 'abi', 'top', 'page']"
1764,"['along', 'way', 'team', 'update', 'ui', 'design', 'base', 'sprint', 'heuristic', 'evaluation', 'people', 'outside', 'team', 'separate', 'assignment', 'update', 'ui', 'design']"
1765,['provide']
1766,"['cross', 'list', 'ally', 'course', 'accessibility', 'report', 'medium', 'gallery', 'chat', 'udoit', 'accessibility', 'check', 'setting']"
1767,"['choose', 'one', 'option', 'get', 'special', 'permission', 'burnett', 'preference', 'another', 'marginalized', 'demographic', 'first', 'come', 'first', 'serve']"
1768,"['mvp', 'rubric']"
1769,"['post', 'result', 'learning', 'mastery', 'notebook']"
1770,['information']
1771,[]
1772,"['create', 'video', 'show', 'microservice', 'receive', 'request', 'respond', 'data', 'must', 'follow', 'guide', 'create', 'upload', 'video', 'post', 'link', 'video', 'question', 'update', 'answer', 'prove', 'base', 'service', 'work', 'share', 'locally', 'send', 'receive', 'data', 'work', 'team', 'member', 'creation', 'troubleshoot', 'network', 'connectivity', 'yes', 'integrate', 'companion', 'software', 'next', 'sprint']"
1773,"['many', 'use', 'case', 'scenario', 'least', 'half', 'final', 'agreed', 'upon', 'use', 'case', 'project', 'follow', 'correspondence', 'dr']"
1774,"['answer', 'question', 'time', 'separate', 'day', 'zero', 'status', 'update']"
1775,"['however', 'instead', 'ui', 'design', 'design', 'pattern', 'refactoring', 'code', 'smell']"
1776,"['something', 'textbook', 'lecture', 'trap', 'card', 'gender', 'mag', 'design', 'catalog', 'reading', 'eg', 'gender', 'mag', 'method', 'restrict', 'facet', 'make', 'tractable', 'busy', 'software', 'developer']"
1777,"['also', 'one', 'far', 'last', 'semester', 'go', 'app', 'want', 'book', 'swap', 'app', 'allow', 'user', 'list', 'book', 'want', 'trade', 'book', 'worth', 'number', 'point', 'user', 'set', 'another', 'user', 'ask', 'trade', 'pay', 'number', 'point', 'person', 'send', 'book', 'pay', 'shipping', 'cost']"
1778,"['installment', 'turn', 'beginning', 'low', 'fi', 'prototype', 'develop', 'one', 'two', 'select', 'concept']"
1779,"['provide', 'team', 'feedback', 'mvp']"
1780,"['structure', 'meeting']"
1781,"['complete', 'read', 'next']"
1782,"['check', 'project', 'option']"
1783,"['sprint', 'retrospective', 'rubric']"
1784,"['fill', 'highlighted', 'area']"
1785,"['problem', 'avoid', 'solve', 'problem', 'mention', 'previously']"
1786,"['download', 'example', 'previous', 'year', 'similar', 'exactly', 'matching', 'criterion']"
1787,"['detail', 'tie', 'persona', 'decision', 'feedback', 'research', 'decision', 'eg', 'sally', 'persona', 'facet', 'say', 'like', 'game', 'prototype', 'x', 'feature']"
1788,"['summary', 'submit', 'final', 'version', 'everything', 'list']"
1789,[]
1790,"['data', 'source', 'instead', 'write', 'assumption', 'want', 'use', 'mainstreamers']"
1791,"['multiple', 'part', 'definition', 'do', 'satisfied']"
1792,"['need', 'provide', 'context', 'feature', 'roughly', 'sketch', 'else', 'page']"
1793,"['point', 'good', 'insight', 'understand', 'derive', 'observation', 'interview', 'one', 'point', 'non', 'obvious', 'insight', 'understand']"
1794,"['answer', 'two', 'question', 'plan', 'next', 'status', 'update', 'something', 'prevents', 'plan', 'optional']"
1795,"['hi', 'name', 'maryum', 'one', 'e', 'campus']"
1796,"['begin', 'project', 'design', 'user', 'interface', 'ui']"
1797,"['everyone', 'must', 'contribute', 'retrospective']"
1798,"['second', 'mainstreamer', 'persona']"
1799,"['criterion', 'link', 'learning', 'outcome']"
1800,"['docx', 'use', 'template', 'optional', 'post', 'complete', 'assignment', 'post', 'agree', 'diagram', 'see', 'additional', 'resource', 'diagram', 'tool', 'uml', 'part', 'task', 'visual', 'paradigm', 'lucidchart']"
1801,"['see', 'pp']"
1802,"['project', 'include']"
1803,"['post', 'code', 'time', 'come', 'available', 'instruction', 'post', 'one', 'follow', 'link', 'git', 'hub', 'repository', 'contain', 'microservice', 'code', 'ora', 'link', 'git', 'hub', 'repository', 'contain', 'individual', 'project', 'code', 'os', 'zip', 'file', 'contain', 'microservice', 'code', 'os', 'zip', 'file', 'contain', 'individual', 'project', 'code', 'code', 'teammate', 'review', 'smell', 'provide', 'git', 'hub', 'link', 'make', 'sure', 'teammate', 'grader', 'able', 'access']"
1804,"['check', 'product', 'backlog', 'idea']"
1805,"['also', 'recommend', 'several', 'team', 'member', 'participate', 'observation', 'interview', 'one', 'person', 'conduct', 'interview', 'person', 'take', 'note', 'transcribe', 'participant', 'answer', 'much', 'possible']"
1806,"['sprint', 'contribution', 'code']"
1807,"['describe', 'task', 'use', 'system', 'project', 'would', 'ask', 'user', 'perform', 'observation']"
1808,"['instead', 'answer', 'question']"
1809,"['clarify', 'nontrivial', 'assumption', 'make', 'user', 'situation', 'e', 'g', 'location', 'service', 'turnedon']"
1810,"['request', 'feedback', 'code', 'smell', 'team']"
1811,"['alternative', 'concept', 'alternative', 'idea', 'support', 'facet', 'use', 'case', 'scenario']"
1812,"['download', 'model']"
1813,"['quality', 'question', 'accept', 'yes', 'answer', 'proper', 'phrasing']"
1814,"['five', 'feature', 'look', 'app']"
1815,"['find', 'rubric']"
1816,"['work', 'assign']"
1817,"['individually', 'turn', 'honest', 'assessment', 'much', 'assignment', 'use', 'quiz', 'individual', 'portion', 'project', 'installment', 'quiz']"
1818,"['see', 'pp']"
1819,"['post', 'important', 'information', 'teammate', 'use', 'microservice', 'post', 'none']"
1820,"['let', 'say', 'currently', 'experiment', 'new', 'product', 'speech', 'translator', 'translator', 'goal', 'product', 'achieve', 'advantage', 'translation', 'convenience', 'operation', 'allow', 'user', 'speak', 'phone', 'microphone', 'native', 'language', 'language', 'speaker', 'phone', 'speak', 'target', 'language', 'example', 'user', 'speak', 'english', 'room', 'app', 'speak', 'loudly', 'donde', 'esta', 'la', 'habitacion', 'target', 'language', 'spanish']"
1821,"['information', 'instruction', 'team', 'discuss', 'sprint', 'go', 'term', 'communication', 'answer', 'follow', 'team', 'communication', 'go', 'well', 'go', 'poorly', 'team', 'agree', 'improve', 'sprint', 'one', 'person', 'post', 'answer', 'individually', 'post', 'say', 'agree', 'retrospective', 'post', 'contribute', 'everyone', 'must', 'contribute', 'retrospective', 'agreement', 'retrospective', 'must', 'unanimous', 'otherwise', 'talk']"
1822,"['team', 'create', 'sprint', 'plan', 'start', 'coding']"
1823,"['welcome', 'add', 'additional', 'feature', 'long', 'five', 'include']"
1824,"['one', 'paragraph', 'briefly', 'describe', 'assumption', 'want', 'make', 'mainstreamers', 'even', 'situation', 'example', 'underserved', 'population', 'read', 'mainstream', 'know', 'language', 'use', 'interface', 'underserved', 'population', 'low', 'vision']"
1825,"['example', 'usability', 'evaluation', 'use', 'cognitive', 'style', 'heuristic']"
1826,"['facet', 'value', 'match', 'facet', 'describe', 'least', 'one', 'sentence', 'four', 'facet']"
1827,"['specific', 'source', 'academic', 'interview', 'etc']"
1828,"['change', 'rubric', 'start', 'use']"
1829,"['example', 'blind', 'people', 'read', 'screen', 'solvable', 'screen', 'reader', 'suitable', 'overview', 'structure', 'current', 'software', 'also', 'leave', 'disorient', 'navigation', 'screen', 'option']"
1830,"['post', 'one', 'follow', 'link', 'git', 'hub', 'repository', 'contain', 'microservice', 'code', 'link', 'git', 'hub', 'repository', 'contain', 'individual', 'project', 'code', 'zip', 'file', 'contain', 'microservice', 'code', 'zip', 'file', 'contain', 'individual', 'project']"
1831,"['skip', 'content']"
1832,"['bus', 'v', 'walk', 'v', 'need', 'know', 'thing', 'besides', 'time', 'know', 'safe', 'get', 'vehicle', 'know', 'safe', 'walk']"
